,distance,fl_day,week_num,departures_performed,payload,passengers,freight,air_time,aircraft_type,distance_group,arr_delay,sdomt_gallons,tdomt_gallons,sdomt_cost,tdomt_cost,Year,mkt_unique_carrier_DL,mkt_unique_carrier_UA,mkt_unique_carrier_WN,origin_city_Charlotte,origin_city_Chicago,origin_city_Dallas/Fort Worth,origin_city_Denver,origin_city_Detroit,origin_city_Houston,origin_city_Las Vegas,origin_city_Los Angeles,origin_city_Minneapolis,origin_city_New York,origin_city_Newark,origin_city_Phoenix,origin_city_San Francisco,origin_city_Seattle,origin_city_Washington,dest_city_Charlotte,dest_city_Chicago,dest_city_Dallas/Fort Worth,dest_city_Denver,dest_city_Detroit,dest_city_Houston,dest_city_Las Vegas,dest_city_Los Angeles,dest_city_Minneapolis,dest_city_New York,dest_city_Orlando,dest_city_Phoenix,dest_city_San Francisco,dest_city_Seattle,dest_city_Washington,dep_time_of_day_evening,dep_time_of_day_morning,dep_time_of_day_overnight,arr_time_of_day_evening,arr_time_of_day_morning,arr_time_of_day_overnight
4764,2153.0,3,2,20.0,934803.0,2837.0,4886.0,5996.5,694.0,5.0,-21.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4771,235.0,6,3,1.0,22750.0,37.0,0.0,50.0,638.0,1.0,38.0,0.0,0.0,0.0,0.0,2019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4787,1399.0,4,3,13.0,589080.0,2039.0,9138.0,2540.0,622.0,3.0,-25.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4804,544.0,0,5,93.5,4423300.0,11375.0,2333.0,7213.5,698.0,2.0,-12.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4813,1849.0,6,3,91.0,4704700.0,14807.0,3551.0,19279.0,699.0,4.0,-8.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4820,236.0,3,3,76.0,1511336.0,4536.0,0.0,3331.0,673.0,1.0,41.0,0.0,0.0,0.0,0.0,2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4825,2475.0,1,4,47.0,2896782.5,7250.0,199913.0,13477.5,626.0,5.0,-22.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4831,414.0,6,4,3.5,211585.5,447.5,242.5,211.0,623.0,1.0,-11.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4838,528.0,2,3,11.0,361570.0,1198.0,609.0,1012.0,694.0,2.0,-32.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4849,2296.0,4,3,1.0,39500.0,138.0,0.0,306.0,694.0,5.0,2.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4850,641.0,1,4,53.0,2261800.0,7082.5,1298.0,4578.0,698.0,2.0,36.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4854,229.0,5,2,56.0,1036000.0,3526.0,0.0,2569.0,631.0,1.0,-23.0,0.0,0.0,0.0,0.0,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4860,731.0,2,5,3.0,103338.0,354.0,282.0,262.0,655.0,2.0,-9.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4873,931.0,1,2,5.0,95460.0,245.0,0.0,593.0,677.0,2.0,-41.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4882,226.0,3,2,2.0,81440.0,268.0,0.0,94.0,655.0,1.0,-9.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4883,235.0,1,1,26.0,566878.0,1265.0,0.0,1262.0,673.0,1.0,64.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4884,733.0,0,4,2.0,75900.0,214.0,0.5,204.0,655.0,2.0,-18.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4892,199.0,1,2,228.0,2280000.0,8935.0,0.0,10303.0,675.0,1.0,-8.0,54337.0,54337.0,144824.4,144824.4,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4898,547.0,3,4,17.5,744200.0,1720.0,563.0,1520.5,622.0,2.0,28.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4902,2039.0,0,4,34.0,1475600.0,5670.0,20619.0,7865.0,614.0,5.0,-2.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4903,255.0,2,1,30.0,1206400.0,4094.0,462.0,1389.0,698.0,1.0,3.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4908,2586.0,6,2,104.0,5514340.0,13842.0,35927.0,36830.0,622.0,6.0,-43.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4915,224.0,3,5,78.0,2792700.0,6805.0,6750.0,3463.0,655.0,1.0,15.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4923,1337.0,3,5,139.0,7186300.0,21070.0,3145.0,21534.0,699.0,3.0,-2.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4925,2306.0,2,3,14.0,516533.5,1939.5,7005.0,3586.5,614.0,5.0,-18.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4926,2419.0,1,1,5.0,217794.5,771.0,5331.5,1301.0,622.0,5.0,-10.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4927,541.0,2,4,7.0,300200.0,989.0,317.5,654.5,622.0,2.0,70.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4935,1190.0,2,1,17.5,603871.0,1630.0,2372.5,2471.0,614.0,3.0,-8.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4942,1107.0,2,4,5.0,149500.0,506.0,30.0,765.0,608.0,3.0,-9.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4948,224.0,1,5,78.0,2792700.0,6805.0,6750.0,3463.0,655.0,1.0,-12.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4950,1208.0,3,4,43.0,820956.0,2123.0,0.0,7865.0,677.0,3.0,144.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4952,235.0,2,4,37.5,1415100.0,3267.0,1248.0,1894.5,655.0,1.0,15.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4954,502.0,1,1,102.0,1535600.0,3416.5,1679.5,8763.5,631.0,2.0,-2.0,0.0,0.0,0.0,0.0,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4956,1514.0,5,2,24.0,1262407.0,4697.0,386.0,4300.0,614.0,4.0,3.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4967,224.0,5,3,100.0,1786000.0,7043.0,0.0,4374.0,673.0,1.0,-6.0,0.0,0.0,0.0,0.0,2019,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4975,1773.0,2,1,14.5,749600.0,2410.5,1112.0,2857.0,622.0,4.0,-6.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4977,1452.0,3,5,9.0,414130.0,1120.0,733.0,1894.0,612.0,3.0,-11.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4981,1744.0,2,1,179.0,8902100.0,27361.0,100504.0,36482.0,622.0,4.0,40.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4998,1372.0,2,1,4.0,188382.0,519.0,1215.0,853.0,694.0,3.0,-21.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5000,1008.0,1,5,2.0,68892.0,229.0,220.0,287.0,698.0,3.0,0.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5001,1235.0,0,5,65.0,2283600.0,7575.0,11902.0,11520.0,612.0,3.0,6.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5007,762.0,3,3,176.5,6497795.0,22056.5,35894.5,20520.0,655.0,2.0,43.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5010,500.0,2,5,4.0,155516.0,266.5,0.0,303.0,694.0,2.0,7.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5011,213.0,2,1,40.0,811122.5,1589.5,0.0,1831.5,673.0,1.0,4.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5012,337.0,4,4,156.0,5397600.0,13591.0,14428.0,8441.0,612.0,1.0,-25.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5013,1192.0,1,3,130.0,5207900.0,16566.0,14007.0,18143.0,614.0,3.0,-5.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5016,1199.0,2,3,70.0,2584800.0,8957.5,14611.5,12460.5,612.0,3.0,2.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5019,1379.0,6,1,11.0,433446.0,1512.0,3643.0,2086.5,634.0,3.0,-21.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5025,912.0,2,2,40.5,773226.0,2383.0,0.0,5815.5,677.0,2.0,-22.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5031,931.0,6,4,21.5,765950.0,2222.5,365.5,3010.0,656.0,2.0,-1.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5042,1008.0,1,1,56.5,1101741.5,3100.0,0.0,8935.0,673.0,3.0,36.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5053,1276.0,4,2,27.5,1149500.0,4124.0,2676.0,4469.0,614.0,3.0,-20.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5061,370.0,3,3,42.0,702240.0,2556.0,0.0,2436.5,673.0,1.0,-13.0,6214610.8,6214610.8,12885113.2,12885113.2,2019,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5062,214.0,0,5,213.0,4066596.0,6460.5,0.0,9406.5,677.0,1.0,-4.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5066,2475.0,5,3,295.0,14279500.0,26172.0,91217.0,86579.0,699.0,5.0,35.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5071,334.0,2,5,15.5,575687.5,1791.0,3270.0,842.0,608.0,1.0,69.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5081,733.0,4,4,337.0,13449660.0,38208.0,10777.0,40270.0,614.0,2.0,24.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5086,612.0,4,3,47.5,981422.5,2375.0,0.0,4954.0,673.0,2.0,8.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5093,1009.0,5,1,11.0,437943.0,1699.0,435.0,1326.0,694.0,3.0,0.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5097,1123.0,1,3,3.0,119165.0,441.5,22.5,400.0,694.0,3.0,-7.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5106,1846.0,4,4,94.0,4081400.0,12984.5,33003.5,20555.0,614.0,4.0,11.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5108,888.0,1,3,18.5,760934.0,2924.0,2836.0,2392.0,623.0,2.0,-17.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5117,224.0,1,1,2.5,54507.5,154.0,0.0,110.5,673.0,1.0,12.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5119,1428.0,3,2,4.0,173600.0,629.0,726.0,706.0,614.0,3.0,36.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5121,331.0,5,4,28.5,1136400.0,2880.0,4541.0,1790.5,698.0,1.0,-22.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126,1009.0,3,4,30.0,1034500.0,3662.0,1141.0,4388.0,694.0,3.0,-8.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5128,862.0,3,2,21.5,1336997.5,4806.0,1536.5,2526.5,614.0,2.0,-28.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5129,1846.0,3,2,94.0,4081400.0,12984.5,33003.5,20555.0,614.0,4.0,-21.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5144,762.0,1,5,176.5,6497795.0,22056.5,35894.5,20520.0,655.0,2.0,-21.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5152,370.0,3,3,145.0,5017000.0,15653.0,10715.0,8949.0,612.0,1.0,-9.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5156,920.0,3,2,3.0,96600.0,332.0,2202.0,349.0,619.0,2.0,-13.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5159,226.0,4,1,2.0,81440.0,268.0,0.0,94.0,655.0,1.0,5.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5169,1107.0,6,1,5.0,149500.0,423.0,239.0,684.0,608.0,3.0,-14.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5176,1235.0,1,5,32.5,2703700.0,7315.5,60756.0,5293.0,627.0,3.0,22.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5183,228.0,0,4,15.5,672700.0,1724.0,4648.0,638.5,614.0,1.0,-23.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5186,544.0,6,2,93.5,4423300.0,11375.0,2333.0,7213.5,698.0,2.0,-15.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5190,733.0,6,2,50.0,954600.0,2534.0,0.0,5110.0,677.0,2.0,-23.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5193,1020.0,1,1,30.0,966000.0,3775.0,14905.0,3763.0,619.0,3.0,8.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5198,967.0,1,1,13.0,707594.0,2371.0,4733.0,1643.0,622.0,2.0,-13.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5199,1535.0,5,1,26.5,1175990.0,3928.0,8736.5,5428.0,888.0,4.0,-11.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5203,937.0,3,1,91.5,3377100.0,11420.0,18094.5,11149.0,612.0,2.0,-1.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5204,689.0,4,1,23.0,439116.0,1356.0,0.0,2057.0,677.0,2.0,-8.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5205,2039.0,6,2,34.0,1475600.0,5670.0,20619.0,7865.0,614.0,5.0,-13.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5210,679.0,6,3,51.5,1674768.5,5340.5,6498.0,5142.0,698.0,2.0,-4.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5217,862.0,0,5,15.5,499100.0,2098.5,1140.5,1849.5,619.0,2.0,-35.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5229,1235.0,2,3,32.5,2703700.0,7315.5,60756.0,5293.0,627.0,3.0,6.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5234,349.0,3,1,48.0,2083200.0,7209.0,150.0,3045.0,614.0,1.0,-7.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5235,2288.0,0,3,4.0,221177.5,651.5,1335.5,1221.5,622.0,5.0,-1.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
