,distance,fl_day,week_num,departures_performed,payload,passengers,freight,air_time,aircraft_type,distance_group,arr_delay,sdomt_gallons,tdomt_gallons,sdomt_cost,tdomt_cost,Year,mkt_unique_carrier_DL,mkt_unique_carrier_UA,mkt_unique_carrier_WN,origin_city_Charlotte,origin_city_Chicago,origin_city_Dallas/Fort Worth,origin_city_Denver,origin_city_Detroit,origin_city_Houston,origin_city_Las Vegas,origin_city_Los Angeles,origin_city_Minneapolis,origin_city_New York,origin_city_Newark,origin_city_Phoenix,origin_city_San Francisco,origin_city_Seattle,origin_city_Washington,dest_city_Charlotte,dest_city_Chicago,dest_city_Dallas/Fort Worth,dest_city_Denver,dest_city_Detroit,dest_city_Houston,dest_city_Las Vegas,dest_city_Los Angeles,dest_city_Minneapolis,dest_city_New York,dest_city_Orlando,dest_city_Phoenix,dest_city_San Francisco,dest_city_Seattle,dest_city_Washington,dep_time_of_day_evening,dep_time_of_day_morning,dep_time_of_day_overnight,arr_time_of_day_evening,arr_time_of_day_morning,arr_time_of_day_overnight
4291,868.0,6,3,7.5,285050.0,965.5,331.5,821.0,614.0,2.0,-8.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4300,862.0,5,2,26.5,778001.0,2308.5,2402.0,3004.0,698.0,2.0,7.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4305,1947.0,4,4,16.5,1622527.5,4170.5,47968.5,4259.5,623.0,4.0,36.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
4311,1020.0,5,4,30.0,966000.0,3775.0,14905.0,3763.0,619.0,3.0,-17.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314,967.0,4,3,13.0,707594.0,2371.0,4733.0,1643.0,622.0,2.0,15.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4315,725.0,2,2,10.0,434000.0,1382.0,2178.0,1146.0,614.0,2.0,-28.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4319,1587.0,3,3,20.5,1136348.0,4192.0,5661.0,4542.0,623.0,4.0,0.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4325,908.0,4,1,29.0,495500.0,1446.0,0.0,3910.0,631.0,2.0,-16.0,6214610.8,6214610.8,12885113.2,12885113.2,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4329,862.0,5,1,19.0,780900.0,2739.5,526.0,2290.0,614.0,2.0,24.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4330,602.0,2,1,47.5,1839250.0,5757.5,2027.5,4316.0,698.0,2.0,-3.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4331,2419.0,4,4,14.5,702612.5,1637.5,8183.0,4737.0,626.0,5.0,-37.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4333,213.0,5,4,14.0,566750.0,1606.5,102.5,817.5,622.0,1.0,-19.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4339,502.0,6,2,5.0,228660.0,709.0,61.0,341.0,698.0,2.0,-30.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
4342,337.0,0,2,7.0,229160.0,655.0,132.0,410.0,608.0,1.0,-7.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
4344,689.0,6,1,5.0,183312.5,658.0,870.5,550.0,694.0,2.0,-19.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4345,1747.0,3,3,27.0,1273005.0,4268.0,4707.0,6408.5,614.0,4.0,-2.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4348,1190.0,0,3,5.0,234783.0,632.0,367.0,883.0,634.0,3.0,0.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4357,2565.0,6,4,17.0,1046840.5,2975.0,12547.0,5675.5,622.0,6.0,-14.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4362,2139.0,1,2,53.0,2642080.0,9810.0,42695.0,15787.0,888.0,5.0,-18.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4363,1620.0,2,1,15.5,575687.5,1791.5,104.0,2889.5,614.0,4.0,-32.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4371,711.0,0,3,1.5,59500.0,153.0,1219.0,182.5,614.0,2.0,5.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4375,1635.0,6,1,24.0,1228051.0,4285.0,12445.0,5097.0,623.0,4.0,143.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4385,1416.0,3,2,36.5,1225546.0,4323.5,441.0,6117.5,614.0,3.0,32.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4389,689.0,6,2,3.0,117582.5,392.5,37.0,265.5,608.0,2.0,-10.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4395,1190.0,6,1,5.0,234783.0,632.0,367.0,883.0,634.0,3.0,-35.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4400,1107.0,3,1,82.0,4237900.0,11988.0,14505.0,12982.0,699.0,3.0,-5.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
4405,2125.0,2,5,83.0,4278900.0,12212.0,18479.0,23730.5,699.0,5.0,-2.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
4408,588.0,2,3,6.5,237110.0,779.5,934.0,515.0,612.0,2.0,-17.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4416,2475.0,2,1,68.0,4862660.0,10659.0,687443.0,22740.0,626.0,5.0,-9.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
4439,1744.0,3,1,179.0,8902100.0,27361.0,100504.0,36482.0,622.0,4.0,8.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4441,337.0,5,2,156.0,5397600.0,13591.0,14428.0,8441.0,612.0,1.0,12.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
4460,689.0,3,5,5.0,183312.5,658.0,870.5,550.0,694.0,2.0,1.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4471,986.0,2,2,34.0,706059.0,1794.5,0.0,4371.5,677.0,2.0,0.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4480,731.0,1,3,10.0,356000.0,1216.0,3961.0,942.0,698.0,2.0,-9.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4487,322.0,2,1,148.0,3185730.0,8391.0,75.0,9099.0,638.0,1.0,-12.0,0.0,0.0,0.0,0.0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4489,1009.0,1,3,57.0,2063400.0,4376.0,1145.0,8595.0,698.0,3.0,-9.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4500,696.0,2,5,66.5,2334500.0,5544.0,4049.0,5923.5,616.0,2.0,-12.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4502,606.0,2,3,44.0,865170.0,2534.0,0.0,4313.0,673.0,2.0,-6.0,0.0,0.0,0.0,0.0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4504,680.0,6,1,24.0,839440.0,3348.0,430.0,2372.0,694.0,2.0,-16.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4507,1747.0,4,4,41.5,2006775.0,7057.5,1425.5,8335.0,626.0,4.0,-25.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4512,733.0,1,5,202.0,4404206.0,10587.0,0.0,24088.0,673.0,2.0,-28.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4513,733.0,2,4,92.0,2750800.0,4714.0,334.0,9283.0,608.0,2.0,393.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4521,1208.0,3,3,22.0,392920.0,1505.0,0.0,3980.0,673.0,3.0,-12.0,0.0,0.0,0.0,0.0,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4527,1020.0,2,4,30.0,966000.0,3775.0,14905.0,3763.0,619.0,3.0,-13.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4530,334.0,5,2,72.0,2898030.0,8644.0,1052.0,4311.0,614.0,1.0,-2.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4531,1620.0,3,1,28.0,1026550.0,3398.5,219.0,6339.5,694.0,4.0,-64.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4533,1514.0,1,3,117.5,4740900.0,16615.5,9287.0,24930.5,614.0,4.0,26.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4548,414.0,1,3,86.0,2920400.0,9532.5,43144.0,5760.0,619.0,1.0,73.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4551,602.0,6,2,36.0,1159200.0,4579.0,8515.0,3203.0,619.0,2.0,-25.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4554,1855.0,2,5,6.0,260400.0,984.0,0.0,1327.0,614.0,4.0,-9.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4556,1947.0,3,5,16.5,1622527.5,4170.5,47968.5,4259.5,623.0,4.0,23.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4559,680.0,1,4,24.0,839440.0,3348.0,430.0,2372.0,694.0,2.0,33.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4566,1464.0,1,4,34.0,2162150.0,5937.0,9593.0,6665.5,699.0,3.0,-17.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4567,404.0,1,5,22.0,1423610.0,4268.0,5093.0,1369.0,623.0,1.0,-2.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4577,1744.0,6,4,179.0,8902100.0,27361.0,100504.0,36482.0,622.0,4.0,13.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4578,1744.0,3,1,10.5,394097.0,1293.0,5371.0,2237.0,623.0,4.0,6.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4580,224.0,2,3,20.0,746550.0,2084.0,1212.0,869.5,655.0,1.0,26.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4583,725.0,5,4,14.0,607600.0,1602.0,3955.0,1298.0,614.0,2.0,76.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4588,1514.0,1,2,24.0,1262407.0,4697.0,386.0,4300.0,614.0,4.0,-21.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4589,547.0,3,3,17.5,744200.0,1720.0,563.0,1520.5,622.0,2.0,14.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4615,2419.0,6,2,5.0,217794.5,771.0,5331.5,1301.0,622.0,5.0,5.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4625,334.0,6,4,81.5,3124210.0,9137.5,710.5,4487.0,614.0,1.0,-5.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4630,606.0,4,1,5.0,163500.0,578.0,570.0,428.0,608.0,2.0,6.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4635,1874.0,4,1,21.0,845310.0,2687.0,3948.0,4566.0,634.0,4.0,-12.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4639,2419.0,0,2,14.5,702612.5,1637.5,8183.0,4737.0,626.0,5.0,-4.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4641,2248.0,1,1,55.0,2226150.0,7631.5,343.5,14355.0,614.0,5.0,-6.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4648,2475.0,6,3,68.0,4862660.0,10659.0,687443.0,22740.0,626.0,5.0,2.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4651,1208.0,5,2,24.0,824028.0,2219.0,40.0,4358.0,698.0,3.0,-18.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4668,370.0,0,4,148.0,2943128.0,8947.0,0.0,8467.0,673.0,1.0,-31.0,0.0,0.0,0.0,0.0,2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4670,801.0,0,3,6.0,420200.0,632.0,3827.0,757.0,637.0,2.0,-19.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4675,1235.0,3,2,32.5,2703700.0,7315.5,60756.0,5293.0,627.0,3.0,-6.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
4679,711.0,2,4,1.5,59500.0,153.0,1219.0,182.5,614.0,2.0,14.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4686,1055.0,5,4,8.0,670400.0,1769.0,2605.0,1002.0,622.0,3.0,-1.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4689,1444.0,2,1,111.0,4817400.0,17288.0,12547.0,18552.0,614.0,3.0,25.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4693,337.0,0,2,1.0,49760.0,106.0,66.0,60.0,622.0,1.0,-12.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
4695,762.0,2,1,176.5,6497795.0,22056.5,35894.5,20520.0,655.0,2.0,-7.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4697,334.0,0,4,15.5,575687.5,1791.0,3270.0,842.0,608.0,1.0,-11.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4699,228.0,1,3,15.5,672700.0,1724.0,4648.0,638.5,614.0,1.0,88.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4707,1389.0,6,4,81.0,1546452.0,4022.0,0.0,13925.0,677.0,3.0,-9.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
4716,1947.0,3,3,48.5,1889300.0,6700.5,11479.5,10494.5,614.0,4.0,23.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4720,2306.0,6,4,14.0,516533.5,1939.5,7005.0,3586.5,614.0,5.0,-5.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4721,760.0,3,4,4.0,235290.0,559.0,6202.0,404.0,622.0,2.0,119.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4723,612.0,6,3,178.0,7172000.0,17592.0,3600.0,18236.0,614.0,2.0,20.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4724,1747.0,0,3,41.5,2006775.0,7057.5,1425.5,8335.0,626.0,4.0,-18.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4732,337.0,6,2,8.5,320827.0,866.5,1946.5,486.5,634.0,1.0,-2.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4737,883.0,3,2,59.0,2560600.0,7729.0,14676.0,7356.0,614.0,2.0,-15.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750,762.0,4,3,24.0,1165430.0,3074.0,3568.5,2325.5,888.0,2.0,15.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4758,1020.0,0,2,36.0,1301596.5,3804.0,759.0,4629.0,694.0,3.0,-20.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
